pipe,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
p461,-0.00037002563,-0.00037002563,-0.00037384033,-0.28234863,-0.49822998,-0.76368713,-0.3193016,-0.32815933,0.0,-0.22790527,-0.13044357,-0.08433914,-0.37857056,-0.28037262,-0.2790451,-0.30810547,-0.2770157,-0.30591965,-0.52617264,-0.23939514,-0.4582863,-0.584816,-0.3209877,-0.4222145,-0.30982208,-0.1843338,-0.18118668,-0.13644028,-0.09415054,-0.1150856,-0.049308777,-0.11707306,-0.08720398
p462,-0.00038719177,-0.00038146973,-0.00038909912,-0.2867012,-0.4979248,-0.821682,-0.32426834,-0.33342743,0.0,-0.23139572,-0.13238907,-0.08560562,-0.38329697,-0.28480148,-0.28334045,-0.3124504,-0.2812767,-0.31071472,-0.52438354,-0.24131012,-0.46292114,-0.6129379,-0.32557297,-0.43074036,-0.31480026,-0.1871376,-0.183918,-0.13848495,-0.09555435,-0.11680603,-0.050048828,-0.11881256,-0.08850098
p463,-0.00038528442,-0.00038528442,-0.00038909912,-0.29222488,-0.49667358,-0.8999367,-0.33059692,-0.3401451,0.0,-0.2358284,-0.13486099,-0.087207794,-0.38931656,-0.2904358,-0.2887993,-0.31795883,-0.28668976,-0.31682205,-0.52059174,-0.24359894,-0.468956,-0.64969254,-0.331398,-0.44158936,-0.32113647,-0.19069672,-0.18738937,-0.14107895,-0.097335815,-0.11898804,-0.050979614,-0.12102127,-0.09014511
p464,-0.00039291382,-0.00038909912,-0.00039672852,-0.3082962,-0.48757553,-1.1670952,-0.349308,-0.36057281,0.0,-0.24886322,-0.14211273,-0.0919075,-0.40345383,-0.30712128,-0.30469513,-0.33324814,-0.30246353,-0.3348999,-0.5076866,-0.24797058,-0.47709274,-0.8768959,-0.34762955,-0.48213196,-0.3401947,-0.2011528,-0.1975708,-0.14871216,-0.10255432,-0.12537003,-0.053710938,-0.12750626,-0.0949707
p465,-0.00040245056,-0.0004043579,-0.0004119873,-0.31178284,-0.48153305,-1.1343727,-0.35346603,-0.36532974,0.0,-0.25172806,-0.14371109,-0.0929451,-0.4053955,-0.31085205,-0.30814362,-0.33626556,-0.30588913,-0.33891678,-0.5000763,-0.2477684,-0.47594452,-0.9753418,-0.35087585,-0.4944229,-0.3445511,-0.20345306,-0.19981003,-0.15039444,-0.103710175,-0.12677002,-0.05431366,-0.12893295,-0.096035
p466,-0.00039291382,-0.00038909912,-0.00039672852,-0.3082962,-0.48757553,-1.1670952,-0.349308,-0.36057281,0.0,-0.24886322,-0.14211273,-0.0919075,-0.40345383,-0.30712128,-0.30469513,-0.33324814,-0.30246353,-0.3348999,-0.5076866,-0.24797058,-0.47709274,-0.8768959,-0.34762955,-0.48213196,-0.3401947,-0.2011528,-0.1975708,-0.14871216,-0.10255432,-0.12537003,-0.053710938,-0.12750626,-0.0949707
p467,-0.00038909912,-0.00038909912,-0.00039291382,-0.30762482,-0.48532486,-1.1763382,-0.34855652,-0.35982895,0.0,-0.24833298,-0.141819,-0.09172058,-0.40255356,-0.30646133,-0.30403137,-0.332489,-0.3018036,-0.3341713,-0.50473785,-0.2472229,-0.47590256,-0.8773041,-0.34685135,-0.48138428,-0.3394661,-0.20072174,-0.197155,-0.14839935,-0.10234451,-0.12510681,-0.053604126,-0.12724304,-0.09477615
p468,-0.00037002563,-0.00036621094,-0.00037384033,-0.2782669,-0.5210686,-0.5596428,-0.31428146,-0.32217026,0.0,-0.22450638,-0.12850952,-0.083091736,-0.37803268,-0.2758751,-0.274992,-0.30506516,-0.27298355,-0.3011284,-0.5248718,-0.24214935,-0.46625137,-0.48234558,-0.3176155,-0.4037819,-0.30448914,-0.18157578,-0.17848587,-0.13441086,-0.09275818,-0.113391876,-0.048583984,-0.11534119,-0.08591461
p469,-0.00037765503,-0.00037765503,-0.00038146973,-0.28499603,-0.50917435,-0.57504654,-0.32198334,-0.33020782,0.0,-0.22989273,-0.13152313,-0.08504486,-0.3865204,-0.2827034,-0.28163528,-0.3118248,-0.27957153,-0.30854034,-0.5127716,-0.24403763,-0.4776268,-0.4954834,-0.3248253,-0.4146576,-0.31212616,-0.18590164,-0.18270493,-0.13757324,-0.09492874,-0.116039276,-0.049720764,-0.11803818,-0.08792114
p470,-0.00037956238,-0.00038146973,-0.00038528442,-0.2912407,-0.50045776,-0.5960579,-0.32915115,-0.3377266,0.0,-0.23488998,-0.13431549,-0.08685684,-0.39409256,-0.28905106,-0.28780746,-0.3180771,-0.2856903,-0.31544113,-0.50406265,-0.24594116,-0.4874382,-0.5116501,-0.33148575,-0.42533493,-0.319252,-0.1899147,-0.18662262,-0.14050674,-0.09693909,-0.118499756,-0.050769806,-0.12053299,-0.089775085
p471,-0.00038719177,-0.00038528442,-0.00039291382,-0.29746628,-0.49219513,-0.6155472,-0.33632278,-0.34524155,0.0,-0.23981857,-0.13708496,-0.088645935,-0.40169525,-0.29538727,-0.29396057,-0.32432556,-0.29179382,-0.32234573,-0.49575043,-0.24787903,-0.4977455,-0.526844,-0.33815002,-0.435894,-0.32637405,-0.19390488,-0.1905098,-0.14342499,-0.09893799,-0.12093735,-0.051818848,-0.12300873,-0.0916214
p472,-0.00029945374,-0.0002975464,-0.00030517578,-0.23252106,-0.43854523,-0.4025421,-0.26189423,-0.2672348,0.0,-0.18759155,-0.107875824,-0.06971359,-0.32084656,-0.22940445,-0.2297821,-0.25943375,-0.22812271,-0.2509346,-0.4635315,-0.23655319,-0.38370132,-0.3611374,-0.26890945,-0.3245201,-0.25261688,-0.15195084,-0.14957047,-0.112724304,-0.07787323,-0.0952034,-0.040790558,-0.09686661,-0.072155
p473,-0.00031852722,-0.00031661987,-0.00032424927,-0.23810577,-0.43509293,-0.40018082,-0.2680092,-0.27331543,0.0,-0.19195557,-0.11029816,-0.07128906,-0.32841873,-0.23482513,-0.23528862,-0.26588058,-0.23357391,-0.25686646,-0.43953705,-0.24123383,-0.39196396,-0.36323547,-0.27547455,-0.32992935,-0.2585373,-0.15545273,-0.1529808,-0.115283966,-0.079624176,-0.097335815,-0.041706085,-0.09903717,-0.073768616
p474,-0.0003414154,-0.00034332275,-0.00034713745,-0.25953293,-0.5068054,-0.45592117,-0.29251862,-0.2989235,0.0,-0.20922852,-0.1199646,-0.077552795,-0.35629272,-0.25654984,-0.2564621,-0.28733826,-0.25458527,-0.2803192,-0.47722244,-0.24326706,-0.4498062,-0.40943527,-0.29840088,-0.36553574,-0.28274155,-0.16932678,-0.16652298,-0.12543488,-0.08659744,-0.10585785,-0.04535675,-0.10769653,-0.08021927
p475,-0.00035858154,-0.00035858154,-0.00036239624,-0.2749977,-0.47395325,-0.4664917,-0.31032944,-0.3175125,0.0,-0.22173691,-0.12695312,-0.08208084,-0.37720108,-0.27230072,-0.2717476,-0.30262375,-0.2697525,-0.29735947,-0.4543457,-0.2440033,-0.596653,-0.43063736,-0.31489944,-0.38960648,-0.30033112,-0.17934418,-0.17630386,-0.13277817,-0.09163284,-0.112010956,-0.047992706,-0.11394501,-0.0848732
p476,-0.00037956238,-0.00038146973,-0.00038146973,-0.28546906,-0.4595604,-0.4760933,-0.32238388,-0.3300705,0.0,-0.23013687,-0.1316452,-0.085128784,-0.39095306,-0.28295135,-0.28209496,-0.31303787,-0.28001404,-0.30893326,-0.44485855,-0.24555588,-0.71723175,-0.44623184,-0.3260994,-0.40585327,-0.31225586,-0.18609238,-0.18288803,-0.13770676,-0.09501648,-0.11614609,-0.049762726,-0.118141174,-0.08800125
p477,-0.00017356873,-0.00016784668,-0.00017929077,-0.12479782,-0.18865204,-0.18307114,-0.14044571,-0.14232254,0.0,-0.10105896,-0.058750153,-0.037914276,-0.17402267,-0.12197876,-0.12334633,-0.14407349,-0.12249756,-0.13458252,-0.18883133,-0.19773865,-0.1831398,-0.17467117,-0.14818954,-0.16621399,-0.13432312,-0.08208847,-0.08110809,-0.06124878,-0.042430878,-0.051883698,-0.02223587,-0.052833557,-0.039360046
p478,-0.00023078918,-0.00022888184,-0.00023269653,-0.17171478,-0.25352097,-0.24720764,-0.19248581,-0.19503403,0.0,-0.13848114,-0.08005905,-0.051704407,-0.2372284,-0.16798401,-0.1696682,-0.19724274,-0.16844559,-0.18469238,-0.25063324,-0.22783661,-0.24894333,-0.23725891,-0.2027359,-0.2264862,-0.1845932,-0.112327576,-0.11077118,-0.08356476,-0.057807922,-0.070682526,-0.030288696,-0.07194519,-0.053592682
p479,-0.00017356873,-0.00016784668,-0.00017929077,-0.12479782,-0.18865204,-0.18307114,-0.14044571,-0.14232254,0.0,-0.10105896,-0.058750153,-0.037914276,-0.17402267,-0.12197876,-0.12334633,-0.14407349,-0.12249756,-0.13458252,-0.18883133,-0.19773865,-0.1831398,-0.17467117,-0.14818954,-0.16621399,-0.13432312,-0.08208847,-0.08110809,-0.06124878,-0.042430878,-0.051883698,-0.02223587,-0.052833557,-0.039360046
p480,-0.00029563904,-0.0002937317,-0.0002975464,-0.22395325,-0.26913452,-0.27502823,-0.24869156,-0.25079346,0.0,-0.17940903,-0.10323715,-0.06671524,-0.29948425,-0.21832657,-0.22118378,-0.25979996,-0.21949005,-0.23939133,-0.26646805,-0.6268425,-0.27838516,-0.27965546,-0.26533508,-0.27946472,-0.23854065,-0.14536667,-0.14311218,-0.107875824,-0.074531555,-0.09111786,-0.039043427,-0.09271622,-0.06906128
p481,-0.00079345703,-0.00078964233,-0.00079345703,-0.5553398,-0.25444794,-0.28450394,-0.4886055,-0.45733643,0.0,-0.39292526,-0.2211914,-0.14323425,-0.3542099,-0.45958328,-0.54348373,-1.0180321,-0.53432846,-0.50691605,-0.25219345,-0.20891953,-0.28883362,-0.33154678,-0.6144638,-0.37589645,-0.46474075,-0.31643295,-0.30919647,-0.23223495,-0.15943527,-0.19488144,-0.08347702,-0.19802856,-0.14746475
p482,-0.0007343292,-0.0007324219,-0.00074005127,-0.51522446,-0.26698685,-0.29653168,-0.4696083,-0.44451904,0.0,-0.37097168,-0.20924759,-0.13548279,-0.3678627,-0.4371071,-0.5048027,-0.8584137,-0.49698257,-0.4816246,-0.2645073,-0.22387695,-0.30135727,-0.3415413,-0.5739174,-0.3824196,-0.44729233,-0.29893112,-0.29228592,-0.21958542,-0.1508522,-0.18439102,-0.07898331,-0.18738937,-0.13954926
p483,-0.00064086914,-0.00063705444,-0.00064849854,-0.46640015,-0.28232956,-0.31142044,-0.44750214,-0.42967987,0.0,-0.3446045,-0.19488144,-0.12615204,-0.38500977,-0.41051483,-0.45776176,-0.6981735,-0.45156097,-0.45186996,-0.2795639,-0.24170303,-0.31690216,-0.3542137,-0.5300789,-0.3910942,-0.4267807,-0.27788925,-0.27194977,-0.20437622,-0.14053345,-0.171772,-0.07357788,-0.17459106,-0.13002777
p484,-0.00079345703,-0.00078964233,-0.00079345703,-0.5553398,-0.25444794,-0.28450394,-0.4886055,-0.45733643,0.0,-0.39292526,-0.2211914,-0.14323425,-0.3542099,-0.45958328,-0.54348373,-1.0180321,-0.53432846,-0.50691605,-0.25219345,-0.20891953,-0.28883362,-0.33154678,-0.6144638,-0.37589645,-0.46474075,-0.31643295,-0.30919647,-0.23223495,-0.15943527,-0.19488144,-0.08347702,-0.19802856,-0.14746475
p485,-0.0007724762,-0.00077438354,-0.00078201294,-0.5604706,-0.2553215,-0.2865486,-0.5081177,-0.47201538,0.0,-0.4010353,-0.22572708,-0.14616394,-0.35807037,-0.47161865,-0.5489502,-0.82276917,-0.5401535,-0.52648544,-0.2531166,-0.20703506,-0.29088974,-0.3359642,-0.6843376,-0.38311386,-0.4794731,-0.32292557,-0.31553268,-0.2369957,-0.16269684,-0.19888306,-0.08517456,-0.20207977,-0.1504898
p486,-0.00038719177,-0.00038528442,-0.00039291382,-0.30727386,-0.48683548,-1.1980705,-0.348114,-0.35926056,0.0,-0.2480278,-0.14164352,-0.091609955,-0.4026718,-0.30605698,-0.3036766,-0.33226395,-0.30145645,-0.33374023,-0.5061722,-0.24751282,-0.47690582,-0.8570595,-0.34659195,-0.47930527,-0.33897018,-0.2004776,-0.19691849,-0.14822388,-0.10222626,-0.12496567,-0.053539276,-0.12709045,-0.09466171
p487,-0.00039672852,-0.00039672852,-0.0004005432,-0.30952835,-0.48292542,-1.1632805,-0.35082245,-0.36236572,0.0,-0.24989319,-0.14269638,-0.09228134,-0.4038086,-0.30847168,-0.30591583,-0.334198,-0.3036766,-0.3363533,-0.5016098,-0.24734497,-0.47580338,-0.9224243,-0.3486786,-0.4874344,-0.3418045,-0.20197678,-0.1983757,-0.14931488,-0.10297394,-0.12587357,-0.053928375,-0.12801361,-0.09535217
p488,-0.00031661987,-0.00031661987,-0.00032424927,-0.24773407,-0.4405861,-0.4075737,-0.27871704,-0.28414917,0.0,-0.19953537,-0.11452103,-0.074028015,-0.3413124,-0.24431992,-0.24478912,-0.27657318,-0.24298096,-0.2672081,-0.42567444,-0.24765015,-0.40715027,-0.37345886,-0.28650665,-0.34159088,-0.26895905,-0.16153717,-0.15891266,-0.11972809,-0.082668304,-0.10105896,-0.04330063,-0.10281372,-0.07658768
p489,-0.0003490448,-0.00034713745,-0.00035476685,-0.27238464,-0.42177963,-0.42393112,-0.30703735,-0.31361008,0.0,-0.21947479,-0.12568283,-0.08126068,-0.37604523,-0.26937866,-0.26914978,-0.30091476,-0.26716232,-0.29426575,-0.41172028,-0.24779129,-0.449131,-0.4054222,-0.31284332,-0.37705994,-0.29685593,-0.17753983,-0.17453766,-0.13145065,-0.090717316,-0.11089325,-0.047519684,-0.11280441,-0.084033966
p490,-0.00037574768,-0.00037384033,-0.00037765503,-0.28442383,-0.41623306,-0.43247604,-0.32090378,-0.32801437,0.0,-0.22915268,-0.13107681,-0.084754944,-0.39245605,-0.2816162,-0.28104782,-0.3128662,-0.278965,-0.30755615,-0.40787125,-0.24890137,-0.4684906,-0.4213524,-0.32575226,-0.3942871,-0.31053543,-0.18530273,-0.18210602,-0.1371193,-0.09461594,-0.11564636,-0.049549103,-0.11764145,-0.087623596
p491,-0.00038719177,-0.00038528442,-0.00039291382,-0.2976303,-0.41204453,-0.44234848,-0.3361473,-0.34383774,0.0,-0.23971939,-0.13697052,-0.08857727,-0.41017914,-0.2950325,-0.29408836,-0.32598114,-0.29189682,-0.32218552,-0.4052353,-0.25059128,-0.49017334,-0.43912506,-0.33992386,-0.41313934,-0.32559967,-0.19377899,-0.19037628,-0.14331055,-0.098854065,-0.120838165,-0.051776886,-0.12290573,-0.09154892
p492,-0.0004196167,-0.0004196167,-0.0004234314,-0.31617737,-0.47441864,-1.0882225,-0.35871506,-0.3713379,0.0,-0.25542068,-0.14573288,-0.09425354,-0.40782166,-0.3155632,-0.3125,-0.340065,-0.3102188,-0.34400177,-0.4912796,-0.24757004,-0.47453308,-1.1136475,-0.35495758,-0.5107155,-0.35006332,-0.2063713,-0.20265198,-0.15251541,-0.105163574,-0.12855148,-0.055072784,-0.1307373,-0.09737778
p493,-0.00041007996,-0.0004119873,-0.000415802,-0.31378555,-0.47768402,-1.116169,-0.35586166,-0.36808014,0.0,-0.25344467,-0.14463425,-0.09354401,-0.4064293,-0.31299973,-0.31012917,-0.3379631,-0.30786133,-0.3412361,-0.4952278,-0.24754715,-0.47512436,-1.0387611,-0.35271072,-0.50193405,-0.3470688,-0.20478821,-0.20111465,-0.15136719,-0.10437012,-0.12758636,-0.054660797,-0.12976074,-0.09664917
p494,-0.00031471252,-0.00031280518,-0.00031661987,-0.24078369,-0.40734863,-0.3828163,-0.270504,-0.27539062,0.0,-0.19386292,-0.111312866,-0.071949005,-0.33186722,-0.23709488,-0.23790932,-0.27025223,-0.23614883,-0.2594452,-0.39507294,-0.25008774,-0.38422775,-0.35480118,-0.27946472,-0.32810974,-0.26078033,-0.15696335,-0.15443039,-0.116363525,-0.08035278,-0.098236084,-0.042087555,-0.09994888,-0.07444763
p495,-0.00036239624,-0.00036239624,-0.00036621094,-0.27622604,-0.4018402,-0.41299057,-0.31119537,-0.31770706,0.0,-0.22246552,-0.12734222,-0.08234024,-0.38185883,-0.27310562,-0.27293968,-0.30537415,-0.270916,-0.29831696,-0.3937111,-0.2518196,-0.4386444,-0.40301895,-0.31740952,-0.37910843,-0.30085373,-0.17993546,-0.17686462,-0.13319397,-0.09191513,-0.11235809,-0.048137665,-0.11429596,-0.08513641
p496,-0.00038719177,-0.00038909912,-0.00039291382,-0.29785156,-0.4030838,-0.43072128,-0.33608627,-0.34349442,0.0,-0.23978424,-0.13700485,-0.08860016,-0.41122055,-0.29504395,-0.29430008,-0.32695007,-0.292099,-0.32219315,-0.39656067,-0.25519943,-0.46651077,-0.43141937,-0.34067154,-0.4092369,-0.32540894,-0.1938324,-0.19042206,-0.1433487,-0.09887695,-0.12086868,-0.051784515,-0.122932434,-0.09156418
p497,-0.00038719177,-0.00038909912,-0.00039291382,-0.2977867,-0.44646835,-0.48888397,-0.33660126,-0.34488678,0.0,-0.23999786,-0.13714218,-0.0886879,-0.4068222,-0.295475,-0.29426003,-0.3252716,-0.29208374,-0.32258987,-0.4367218,-0.24775314,-0.86642075,-0.46533203,-0.33926773,-0.42516327,-0.3263321,-0.19400787,-0.19060135,-0.14348984,-0.098976135,-0.120983124,-0.05183792,-0.12305832,-0.091659546
p498,-0.0004119873,-0.0004119873,-0.000415802,-0.30426788,-0.43800735,-0.4906006,-0.3440857,-0.35261917,0.0,-0.2451706,-0.14001083,-0.090545654,-0.41559982,-0.30205154,-0.3006668,-0.3317871,-0.29842758,-0.3297882,-0.43049622,-0.24904251,-1.1657448,-0.47240448,-0.34628677,-0.43390656,-0.33372116,-0.19815826,-0.19464111,-0.14650726,-0.10103989,-0.1235199,-0.05292511,-0.12562561,-0.093574524
p499,-0.00038719177,-0.00038909912,-0.00039291382,-0.2977867,-0.44646835,-0.48888397,-0.33660126,-0.34488678,0.0,-0.23999786,-0.13714218,-0.0886879,-0.4068222,-0.295475,-0.29426003,-0.3252716,-0.29208374,-0.32258987,-0.4367218,-0.24775314,-0.86642075,-0.46533203,-0.33926773,-0.42516327,-0.3263321,-0.19400787,-0.19060135,-0.14348984,-0.098976135,-0.120983124,-0.05183792,-0.12305832,-0.091659546
p500,-0.00041007996,-0.0004081726,-0.000415802,-0.30312347,-0.44313812,-0.50089645,-0.3428192,-0.3514595,0.0,-0.24423599,-0.13952637,-0.09023285,-0.41308975,-0.3009529,-0.29953384,-0.3304596,-0.29730988,-0.3285675,-0.4358406,-0.24835968,-0.7551117,-0.47730255,-0.34486008,-0.43522644,-0.3325348,-0.1974411,-0.19393921,-0.14599228,-0.10069275,-0.12308502,-0.05273819,-0.12519455,-0.09324646
p501,-0.00038909912,-0.00038909912,-0.00039291382,-0.30802155,-0.44275665,-0.51290894,-0.3484764,-0.357399,0.0,-0.2481575,-0.14170456,-0.09164429,-0.4188614,-0.30595398,-0.30437088,-0.33529282,-0.30210876,-0.33401108,-0.43729782,-0.2496376,-0.6866112,-0.48797226,-0.35004044,-0.4440117,-0.3381729,-0.20058441,-0.19700623,-0.14829254,-0.10226822,-0.12500381,-0.05355835,-0.12714386,-0.094696045
p502,-0.00040626526,-0.0004081726,-0.000415802,-0.3131523,-0.4444046,-0.5268402,-0.35438538,-0.36358643,0.0,-0.2522545,-0.14398575,-0.09312439,-0.42498016,-0.3111801,-0.3094406,-0.34043884,-0.30713272,-0.33971405,-0.44066238,-0.25153732,-0.63534164,-0.49904633,-0.35552597,-0.45285034,-0.34405518,-0.20386505,-0.20019913,-0.15068436,-0.10390854,-0.12701416,-0.054416656,-0.12916946,-0.096214294
p503,-0.0002822876,-0.0002861023,-0.0002861023,-0.21651077,-0.31476593,-0.30765915,-0.2418747,-0.24503708,0.0,-0.17400742,-0.10013962,-0.06471634,-0.29673767,-0.21197128,-0.21388626,-0.24774551,-0.2122879,-0.23236465,-0.30882645,-0.2563095,-0.31080627,-0.29623032,-0.2544365,-0.283329,-0.23242569,-0.14098358,-0.13881302,-0.104644775,-0.07229996,-0.088386536,-0.03787613,-0.08994293,-0.06700516
p504,-0.00033569336,-0.00033950806,-0.00034713745,-0.26873016,-0.35359573,-0.37513733,-0.3021164,-0.30792236,0.0,-0.21632385,-0.123909,-0.08011246,-0.373024,-0.2652321,-0.2655201,-0.29885864,-0.26354218,-0.28972244,-0.34875107,-0.25469208,-0.40137863,-0.3775177,-0.31001282,-0.36198044,-0.2917137,-0.17499924,-0.1720581,-0.12958527,-0.08943939,-0.10933304,-0.046848297,-0.11122131,-0.082847595
p505,-0.00037956238,-0.00038146973,-0.00038146973,-0.29516983,-0.3719902,-0.4053421,-0.33268738,-0.33971024,0.0,-0.23754883,-0.13576126,-0.08778763,-0.4090538,-0.29214096,-0.29163742,-0.32489395,-0.2894516,-0.3189926,-0.36743546,-0.25691986,-0.4398346,-0.41544342,-0.33825302,-0.39997482,-0.32191467,-0.19203568,-0.1886673,-0.14204025,-0.09797287,-0.11977005,-0.051311493,-0.12181854,-0.09073639
p506,-0.00041389465,-0.0004119873,-0.000415802,-0.30407715,-0.48342133,-0.6355896,-0.3439331,-0.35320663,0.0,-0.24509811,-0.14001846,-0.0905571,-0.4097252,-0.30210114,-0.3004818,-0.33093262,-0.29825974,-0.32967758,-0.48695374,-0.24989319,-0.5089989,-0.542572,-0.3452072,-0.4470482,-0.3339424,-0.19813919,-0.19462967,-0.1465149,-0.10105133,-0.12352753,-0.05291748,-0.12563705,-0.09357834
p507,-0.00039672852,-0.00039291382,-0.0004005432,-0.3092003,-0.4729538,-0.610199,-0.349823,-0.35923767,0.0,-0.2491684,-0.14228058,-0.09201813,-0.41701126,-0.30727386,-0.305542,-0.3361702,-0.30327606,-0.33535767,-0.47506714,-0.2512703,-0.5229759,-0.5339699,-0.35083008,-0.45332336,-0.33974457,-0.20140076,-0.19781494,-0.14889145,-0.10268021,-0.1255188,-0.053771973,-0.12765884,-0.095077515
p508,-0.00041770935,-0.0004119873,-0.0004234314,-0.3147812,-0.46164322,-0.5831337,-0.3562622,-0.3658142,0.0,-0.25360107,-0.14474106,-0.09361267,-0.42494202,-0.31289673,-0.31105232,-0.34186554,-0.3087349,-0.34154892,-0.46224976,-0.25271606,-0.53931427,-0.52540207,-0.3569603,-0.4601364,-0.3460617,-0.20494843,-0.20126343,-0.151474,-0.104450226,-0.12768555,-0.05470276,-0.12984848,-0.096717834
p509,-0.00045013428,-0.00044631958,-0.00045394897,-0.3374443,-0.42995453,-0.7945061,-0.38453674,-0.40190125,0.0,-0.2731781,-0.15556717,-0.100631714,-0.4151268,-0.3388443,-0.33358574,-0.3572998,-0.33117676,-0.3690796,-0.43868256,-0.2428627,-0.45782852,-2.2468529,-0.37366867,-0.61790466,-0.3779869,-0.22059631,-0.2164917,-0.16287231,-0.11224365,-0.13720703,-0.058776855,-0.13952255,-0.10391617
p510,-0.00046157837,-0.00045776367,-0.00046539307,-0.34064484,-0.42412567,-0.757637,-0.38842773,-0.4065132,0.0,-0.27585983,-0.15703964,-0.10159302,-0.41624832,-0.34236526,-0.33675957,-0.3598976,-0.3343315,-0.37285995,-0.4318161,-0.24225235,-0.45513916,-2.4581947,-0.37648773,-0.6364937,-0.3822441,-0.22273254,-0.21857452,-0.1644249,-0.11330795,-0.13850403,-0.05934143,-0.14083481,-0.104896545
p511,-0.00045585632,-0.00045394897,-0.00046157837,-0.3441162,-0.4185524,-0.7224388,-0.39262772,-0.4114647,0.0,-0.27873993,-0.158638,-0.102622986,-0.41765976,-0.34615326,-0.34019852,-0.3627739,-0.33774185,-0.37694168,-0.42525864,-0.24179077,-0.45261765,-2.684475,-0.37960052,-0.6564064,-0.38682556,-0.22503662,-0.22081757,-0.16610336,-0.11444855,-0.13991165,-0.059936523,-0.1422615,-0.105960846
p512,-0.00045013428,-0.00045394897,-0.00046157837,-0.3479538,-0.41308975,-0.6880989,-0.3972664,-0.416893,0.0,-0.28193283,-0.16039658,-0.103759766,-0.41944504,-0.35033417,-0.34400177,-0.36600113,-0.34152603,-0.38144684,-0.41881943,-0.24147415,-0.45021057,-2.9321747,-0.3830986,-0.678215,-0.3918686,-0.22758865,-0.2232933,-0.16796494,-0.11571884,-0.14144897,-0.06059265,-0.14383316,-0.10712814
p513,-0.0003566742,-0.00035858154,-0.00036621094,-0.27593613,-0.30897903,-0.3208809,-0.30518723,-0.3074684,0.0,-0.22013474,-0.12592316,-0.08143234,-0.36523056,-0.26892853,-0.27243805,-0.31927872,-0.2702484,-0.29432678,-0.30485916,-0.3195305,-0.32603455,-0.33311844,-0.3256836,-0.33796692,-0.29328918,-0.17803574,-0.17495728,-0.1317482,-0.09088516,-0.11110306,-0.047607422,-0.11301422,-0.084178925
p514,-0.0004310608,-0.0004310608,-0.0004386902,-0.32177353,-0.32670593,-0.35442734,-0.35912704,-0.36420822,0.0,-0.25733185,-0.14671707,-0.094898224,-0.5244255,-0.31636047,-0.31776428,-0.36087418,-0.31523132,-0.34544754,-0.32313538,-0.28982544,-0.36413193,-0.38489532,-0.37355042,-0.40076065,-0.34668732,-0.207901,-0.2040863,-0.15358734,-0.10586929,-0.12940598,-0.05544281,-0.13160706,-0.098026276
p515,-0.00044822693,-0.00044631958,-0.00045394897,-0.3463936,-0.33711243,-0.3720932,-0.38819885,-0.3945198,0.0,-0.2771263,-0.15768814,-0.102012634,-0.6276169,-0.34175873,-0.3420925,-0.3834381,-0.33935928,-0.37322617,-0.33372498,-0.28019714,-0.3839836,-0.41163254,-0.39974213,-0.4335823,-0.37546158,-0.2237587,-0.21952057,-0.16513824,-0.11376572,-0.1390686,-0.05958557,-0.14141083,-0.105327606
p516,-0.0007762909,-0.00077438354,-0.00077819824,-0.5624542,-0.25897217,-0.29162598,-0.5272522,-0.4868698,0.0,-0.40719604,-0.22902298,-0.14829636,-0.36601257,-0.48236465,-0.5513859,-0.6683693,-0.5429306,-0.5443268,-0.25677872,-0.20753098,-0.29610443,-0.3436203,-0.7811241,-0.3935547,-0.49341583,-0.32777405,-0.32022858,-0.24049759,-0.16505814,-0.20175934,-0.08640671,-0.20500946,-0.15266418
